"set_num","name","year","theme_id","num_parts","total_quantity","version","inventory_ids"
"71009-6",Milhouse,2015,550,6,1,1,{8734}
"71009-7",Comic Book Guy,2015,550,6,1,1,{8734}
"71009-8",Martin,2015,550,5,1,1,{8734}
"71009-9",Professor Frink,2015,550,5,1,1,{8734}
"7101-1",Lightsaber Duel,1999,166,52,2,1,"{11879,12759}"
"71010-0",LEGO Minifigures - Series 14 {Random bag},2015,552,0,1,1,{9624}
"71010-1",Wolf Guy,2015,552,6,1,1,{398}
"71010-10",Gargoyle,2015,552,6,1,1,{398}
"71010-11",Skeleton Guy,2015,552,6,1,1,{398}
"71010-12",Monster Rocker,2015,552,6,1,1,{398}
"71010-13",Zombie Businessman,2015,552,7,1,1,{398}
"71010-14",Banshee,2015,552,5,1,1,{398}
"71010-15",Square Foot,2015,552,5,1,1,{398}
"71010-16",Spider Lady,2015,552,7,1,1,{398}
"71010-2",Zombie Pirate,2015,552,7,1,1,{398}
"71010-3",Monster Scientist,2015,552,6,1,1,{398}
"71010-4",Wacky Witch,2015,552,8,1,1,{398}
"71010-5",Plant Monster,2015,552,7,1,1,{398}
"71010-6",Fly Monster,2015,552,5,1,1,{398}
"71010-7", Spectre,2015,552,7,1,1,{398}
"71010-8",Zombie Cheerleader,2015,552,7,1,1,{398}
"71010-9",Tiger Woman,2015,552,7,1,1,{398}
"71011-1",Farmer,2016,554,7,1,1,{14442}
"71011-10",Ballerina,2016,554,6,1,1,{14442}
"71011-11",Laser Mech,2016,554,9,1,1,{14442}
"71011-12",Kendo Fighter,2016,554,7,1,1,{14442}
"71011-13",Shark Suit Guy,2016,554,5,1,1,{14442}
"71011-14",Wrestling Champion,2016,554,6,1,1,{14442}
"71011-15",Jewel Thief,2016,554,8,1,1,{14442}
"71011-16",Queen,2016,554,8,1,1,{14442}
"71011-2",Astronaut,2016,554,9,1,1,{14442}
"71011-3",Frightening Knight,2016,554,10,1,1,{14442}
"71011-4",Clumsy Guy,2016,554,7,1,1,{14442}
"71011-5",Tribal Woman,2016,554,8,1,1,{14442}
"71011-6",Flying Warrior,2016,554,11,1,1,{14442}
"71011-7",Faun,2016,554,6,1,1,{14442}
"71011-8",Animal Control Officer,2016,554,7,1,1,{14442}
"71011-9",Janitor,2016,554,7,1,1,{14442}
"71012-1",Stitch,2016,555,4,1,1,{16460}
"71012-10",Donald Duck,2016,555,6,1,1,{16460}
"71012-11",Minnie Mouse,2016,555,6,1,1,{16460}
"71012-12",Mickey Mouse,2016,555,4,1,1,{16460}
"71012-13",Mr. Incredible,2016,555,6,1,1,{16460}
"71012-14",Syndrome,2016,555,6,1,1,{16460}
"71012-15",Peter Pan,2016,555,7,1,1,{16460}
"71012-16",Captain Hook,2016,555,6,1,1,{16460}
"71012-17",Ursula,2016,555,6,1,1,{16460}
"71012-18",Ariel,2016,555,7,1,1,{16460}
"71012-2",Alien,2016,555,4,1,1,{16460}
"71012-3",Buzz Lightyear,2016,555,8,1,1,{16460}
"71012-4",Aladdin,2016,555,6,1,1,{16460}
"71012-5",Genie,2016,555,7,1,1,{16460}
"71012-6",Maleficent,2016,555,10,1,1,{16460}
"71012-7",Alice,2016,555,8,1,1,{16460}
"71012-8",Cheshire Cat,2016,555,5,1,1,{16460}
"71012-9",Daisy Duck,2016,555,6,1,1,{16460}
"71013-1",Ice Queen,2016,556,12,1,1,{16423}
"71013-10",Penguin Boy,2016,556,7,1,1,{16423}
"71013-11",Rogue,2016,556,7,1,1,{16423}
"71013-12",Dog Show Winner,2016,556,7,1,1,{16423}
"71013-13",Mariachi,2016,556,7,1,1,{16423}
"71013-14",Spy,2016,556,9,1,1,{16423}
"71013-15",Banana Guy,2016,556,5,1,1,{16423}
"71013-16",Babysitter,2016,556,8,1,1,{16423}
"71013-2",Desert Warrior,2016,556,6,1,1,{16423}
"71013-3",Cyborg,2016,556,8,1,1,{16423}
"71013-4",Cute Little Devil Set,2016,556,10,1,1,{16423}
"71013-5",Spooky Boy,2016,556,7,1,1,{16423}
"71013-6",Hiker,2016,556,8,1,1,{16423}
"71013-7",Wildlife Photographer,2016,556,8,1,1,{16423}
"71013-8",Kickboxer,2016,556,6,1,1,{16423}
"71013-9",Scallywag Pirate,2016,556,7,1,1,{16423}
"71014-1",Joachim Löw,2016,557,6,1,1,{16593}
"71014-10",Toni Kroos (18),2016,557,6,1,1,{16593}
"71014-11",Sami Khedira (6),2016,557,6,1,1,{16593}
"71014-12",André Schürrle (9),2016,557,6,1,1,{16593}
"71014-13",Marco Reus (21),2016,557,6,1,1,{16593}
"71014-14",Christoph Kramer (20),2016,557,6,1,1,{16593}
"71014-15",Mario Götze (19),2016,557,6,1,1,{16593}
"71014-16",Max Kruse (23),2016,557,6,1,1,{16593}
"71014-2",Manuel Neuer (1),2016,557,6,1,1,{16593}
"71014-3",Jérôme Boateng (17),2016,557,6,1,1,{16593}
"71014-4",Mats Hummels (5),2016,557,6,1,1,{16593}
"71014-5",Benedikt Höwedes (4),2016,557,6,1,1,{16593}
"71014-6",Shkodran Mustafi (2),2016,557,6,1,1,{16593}
"71014-7",Bastian Schweinsteiger (7),2016,557,6,1,1,{16593}
"71014-8",Mesut Özil (8),2016,557,6,1,1,{16593}
"71014-9",Thomas Müller (13),2016,557,6,1,1,{16593}
"71017-1",Lobster-Lovin’ Batman™,2017,484,7,1,1,{16594}
"71017-10",Pink Power Batgirl™,2017,484,8,1,1,{16594}
"71017-11",Red Hood™,2017,484,8,1,1,{16594}
"71017-12",The Eraser™,2017,484,6,1,1,{16594}
"71017-13",Nurse Harley Quinn™,2017,484,7,1,1,{16594}
"71017-14",Orca™,2017,484,5,1,1,{16594}
"71017-15",Zodiac Master™,2017,484,6,1,1,{16594}
"71017-16",Catman™,2017,484,9,1,1,{16594}
"71017-17",March Harriet™,2017,484,6,1,1,{16594}
"71017-18",The Calculator™,2017,484,8,1,1,{16594}
"71017-19",King Tut™,2017,484,7,1,1,{16594}
"71017-2",Glam Metal Batman™,2017,484,8,1,1,{16594}
"71017-20",The Mime™,2017,484,7,1,1,{16594}
"71017-3",Fairy Batman™,2017,484,8,1,1,{16594}
"71017-4",Clan of the Cave Batman™,2017,484,7,1,1,{16594}
"71017-5",Vacation Batman™,2017,484,8,1,1,{16594}
"71017-6",Barbara Gordon™,2017,484,8,1,1,{16594}
"71017-7",Commissioner Gordon™,2017,484,7,1,1,{16594}
"71017-8",The Joker™ – Arkham Asylum,2017,484,6,1,1,{16594}
"71017-9",Dick Grayson™,2017,484,7,1,1,{16594}
"71018-1",Professional Surfer,2017,611,6,1,1,{18701}
"71018-10",Battle Dwarf,2017,611,9,1,1,{18701}
"71018-11",Retro Spaceman,2017,611,7,1,1,{18701}
"71018-12",Yuppie,2017,611,8,1,1,{18701}
"71018-13",Rocket Boy,2017,611,7,1,1,{18701}
"71018-14",Dance Instructor,2017,611,7,1,1,{18701}
"71018-15",Elf-Girl,2017,611,7,1,1,{18701}
"71018-16",Highwayman,2017,611,9,1,1,{18701}
"71018-2",Circus Strong Man,2017,611,6,1,1,{18701}
"71018-3",Gourmet Chef,2017,611,7,1,1,{18701}
"71018-4",Corn Cob Guy,2017,611,5,1,1,{18701}
"71018-5",Veterinarian,2017,611,6,1,1,{18701}
"71018-6",Hot Dog Man,2017,611,9,1,1,{18701}
"71018-7",Butterfly Girl,2017,611,10,1,1,{18701}
"71018-8",Roman Gladiator,2017,611,6,1,1,{18701}
"71018-9",Connoisseur,2017,611,7,1,1,{18701}
"7103-1",Jedi Duel,2002,167,82,1,1,{9412}
"7104-1",Desert Skiff,2000,169,55,1,1,{9149}
"7110-1",Landspeeder,1999,169,49,1,1,{13286}
"7111-1",Droid Fighter,1999,166,62,3,1,"{11879,12669,12759}"
"7113-1",Tusken Raider Encounter,2002,167,93,1,1,{9412}
"7115-1",Gungan Patrol,2000,166,79,1,1,{6572}
"7121-1",Naboo Swamp,1999,166,82,3,1,"{525,3792,12669}"
"7124-1",Flash Speeder,2000,166,107,2,1,"{6572,9471}"
"7130-1",Snowspeeder,1999,169,217,1,1,{12955}
"7131-1",Anakin's Podracer,1999,166,136,2,1,"{11879,15718}"
"7133-1",Bounty Hunter Pursuit,2002,167,254,1,1,{10645}
"7141-1",Naboo Fighter,1999,166,179,1,1,{6572}
"7142-1",X-wing Fighter (re-release of 7140),2002,169,273,2,1,"{4083,13269}"
"7143-1",Jedi Starfighter,2002,167,139,1,1,{10645}
"7144-1",Slave I,2000,169,166,2,1,"{9149,13286}"
"7146-1",TIE Fighter,2001,169,171,2,1,"{6371,10645}"
"7150-1",TIE Fighter & Y-wing,1999,169,410,1,1,{12955}
"7151-1",Sith Infiltrator,1999,166,244,2,1,"{525,15718}"
"7152-1",TIE Fighter & Y-wing (re-release of 7150),2002,169,411,2,1,"{4083,13269}"
"7153-1",Jango Fett's Slave I,2002,167,360,2,1,"{7209,10645}"
"7161-1",Gungan Sub,1999,166,379,1,1,{3792}
"7163-1",Republic Gunship,2002,167,697,1,1,{11344}
"7171-1",Mos Espa Podrace,1999,166,913,1,1,{12759}
"7190-1",Millennium Falcon,2000,169,671,1,1,{9471}
"7200-1",Final Duel I,2002,169,32,3,1,"{7524,9471,15019}"
"7201-1",Final Duel II,2002,169,26,2,1,"{7524,15019}"
"7203-1",Jedi Defense I,2002,166,59,2,1,"{7524,15019}"
"7204-1",Jedi Defense II,2002,166,53,2,1,"{7524,15019}"
"7207-1",Fire Boat,2010,58,305,1,1,{3764}
"7208-1",Fire Station,2010,58,644,1,1,{5857}
"7213-1",Off-Road Fire Truck & Fireboat,2010,58,387,2,1,"{1732,3764}"
"7235-1","Police Motorcycle, Black Logo",2005,61,28,4,1,"{1401,4430,10435,13355}"
"7235-2",Police Motorcycle - Blue Sticker Version,2008,61,28,7,1,"{2559,6839,8398,10028,11491,12110,14011}"
"7236-1","Police Car, Black Logo",2005,61,59,5,1,"{1401,4430,5110,9178,13355}"
"7236-2",Police Car - Blue Sticker Version,2008,61,59,4,1,"{2559,6296,10028,12110}"
"7238-1",Fire Helicopter,2005,58,75,10,1,"{122,1401,3109,4261,4430,4969,6282,9178,11861,15694}"
"7239-1",Fire Truck,2005,58,215,9,1,"{1205,1418,3109,4261,4969,5857,11861,15192,15694}"
"7240-1",Fire Station,2005,58,264,3,1,"{3109,4969,11861}"
"7241-1",Fire Car,2005,58,47,12,1,"{1401,1418,1732,3109,3764,4430,4969,5857,7151,11861,13696,15694}"
"7242-1",Street Sweeper,2005,63,64,3,1,"{3053,3313,10043}"
"7243-1",Construction Site,2005,56,301,1,1,{3313}
"7245-1","Prisoner Transport, Black Logo",2005,61,99,5,1,"{3339,6733,10435,13355,15192}"
"7245-2",Prisoner Transport - Blue Sticker Version,2008,61,99,3,1,"{2559,2723,6839}"
"7246-1",Mini Digger,2005,56,37,3,1,"{3053,13696,15980}"
"7248-1",Digger,2005,56,128,3,1,"{3053,3313,15980}"
"7249-1",XXL Mobile Crane,2005,56,525,1,1,{3313}
"7252-1",Droid Tri-Fighter,2005,168,147,2,1,"{11554,15519}"
"7255-1",General Grievous Chase,2005,168,112,1,1,{8216}
"7256-1",Jedi Starfighter & Vulture Droid,2005,168,202,2,1,"{13883,15519}"
"7259-1",ARC-170 Starfighter,2005,168,401,1,1,{11554}
"7279-1",Police Minifigure Collection,2011,61,57,4,1,"{7944,8398,11491,14011}"
"7280-1",Straight & Crossroad Plates,2005,62,2,1,1,{1888}
"7281-1",T-Junction & Curved Road Plates,2005,62,2,1,1,{1888}
"7285-1",Police Dog Unit,2011,61,95,3,1,"{7944,8398,10180}"
"7286-1",Prisoner Transport,2011,61,173,2,1,"{7944,11491}"
"7288-1",Mobile Police Unit,2011,61,407,1,1,{7944}
"7308-1",Double Hover,2001,135,21,1,1,{5500}
"7309-1",Rover,2001,135,29,1,1,{5500}
"7311-1",Red Planet Cruiser,2001,135,73,1,1,{5500}
"7313-1",Red Planet Protector,2001,135,193,1,1,{6877}
"7314-1",Recon-Mech RP,2001,135,189,1,1,{6877}
"7315-1",Solar Explorer,2001,135,249,1,1,{6877}
"7317-1",Aero Tube Hanger,2001,135,716,1,1,{6877}
"7324-10",Advent Calendar 2005 City (Day  9) Construction Worker,2005,220,5,1,1,{7363}
"7324-11",Advent Calendar 2005 City (Day 10) Wheelbarrow,2005,220,11,1,1,{7363}
"7324-12",Advent Calendar 2005 City (Day 11) Barricade,2005,220,9,1,1,{7363}
"7324-13",Advent Calendar 2005 City (Day 12) Train Worker,2005,220,6,1,1,{7363}
"7324-14",Advent Calendar 2005 City (Day 13) Crossing Gate,2005,220,13,1,1,{7363}
"7324-15",Advent Calendar 2005 City (Day 14) Signal Post,2005,220,11,1,1,{7363}
"7324-16",Advent Calendar 2005 City (Day 15) Mechanic,2005,220,5,1,1,{7363}
"7324-17",Advent Calendar 2005 City (Day 16) Drill Press,2005,220,11,1,1,{7363}
"7324-18",Advent Calendar 2005 City (Day 17) Oil Barrel & Hand Truck,2005,220,7,1,1,{7363}
"7324-19",Advent Calendar 2005 City (Day 18) Man with Radio,2005,220,5,1,1,{7363}
"7324-2",Advent Calendar 2005 City (Day  1) Fireman,2005,220,5,1,1,{7363}
"7324-20",Advent Calendar 2005 City (Day 19) RC Car,2005,220,8,1,1,{7363}
"7324-21",Advent Calendar 2005 City (Day 20) Skateboard & Helmet,2005,220,4,1,1,{7363}
"7324-22",Advent Calendar 2005 City (Day 21) Pizza Chef,2005,220,5,1,1,{7363}
"7324-23",Advent Calendar 2005 City (Day 22) Food Counter,2005,220,6,1,1,{7363}
"7324-24",Advent Calendar 2005 City (Day 23) Pizza Oven,2005,220,11,1,1,{7363}
"7324-25",Advent Calendar 2005 City (Day 24) Santa & Sled,2005,220,23,1,1,{7363}
"7324-3",Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,2005,220,10,1,1,{7363}
"7324-4",Advent Calendar 2005 City (Day  3) Rescue Bucket,2005,220,7,1,1,{7363}
"7324-5",Advent Calendar 2005 City (Day  4) Policeman,2005,220,5,1,1,{7363}
"7324-6",Advent Calendar 2005 City (Day  5) Police Dog & Barricade,2005,220,8,1,1,{7363}
"7324-7",Advent Calendar 2005 City (Day  6) Criminal and Buzz Saw,2005,220,5,1,1,{7363}
"7324-8",Advent Calendar 2005 City (Day  7) Safe,2005,220,12,1,1,{7363}
"7324-9",Advent Calendar 2005 City (Day  8) Welding Tanks & Torch,2005,220,12,1,1,{7363}
"7409-1",Secret of the Tomb,2003,300,42,1,1,{14954}
"7410-1",Jungle River,2003,300,66,1,1,{5432}
"7411-1",Tygurah's Roar,2003,300,94,1,1,{5432}
"7412-1",Yeti's Hideout,2003,300,114,1,1,{14954}
"7413-1",Passage of Jun-Chi,2003,300,101,1,1,{6514}
"7414-1",Elephant Caravan,2003,300,104,1,1,{5432}
"7415-1",Aero Nomad,2003,300,120,1,1,{14954}
"7416-1",Emperor's Ship,2003,300,178,1,1,{6514}
"7417-1",Temple of Mount Everest,2003,300,288,1,1,{14954}
"7418-1",Scorpion Palace,2003,300,354,2,1,"{1791,5432}"
"7419-1",Dragon Fortress,2003,300,741,1,1,{6514}
"7420-1",Thunder Blazer,2003,300,69,1,1,{6514}
"7422-1",Airplane,2003,300,33,3,1,"{5039,7286,10405}"
"7423-1",Mountain Sleigh,2003,300,30,3,1,"{5039,7286,10405}"
"7424-1",Black Cruiser,2003,300,28,3,1,"{5039,7286,10405}"
"7467-1",International Space Station,2003,387,162,2,1,"{11304,13450}"
"7468-1",Saturn V Moon Mission,2003,387,176,1,1,{13450}
"7469-1",Mission to Mars,2003,387,416,1,1,{13450}
"7470-1",Space Shuttle Discovery,2003,387,827,2,1,"{11304,13450}"
"7471-1",Mars Exploration Rover,2003,387,861,2,1,"{11304,13450}"
"7498-1",Police Station,2011,61,785,2,1,"{8398,14011}"
"7499-1",Flexible Rails,2011,245,24,2,1,"{9406,11759}"
"75000-1",Clone Troopers vs. Droidekas,2013,167,124,1,1,{3941}
"75003-1",A-wing Starfighter,2013,169,177,1,1,{3941}
"75014-1",Battle Of Hoth,2013,169,415,1,1,{3941}
"75015-1",Corporate Alliance Tank Droid,2013,168,271,1,1,{12813}
"75023-10","Advent Calendar 2013, Star Wars (Day  9) - Republic Assault Ship",2013,225,12,1,1,{4051}
"75023-11","Advent Calendar 2013, Star Wars (Day 10) - Clone Trooper",2013,225,4,1,1,{4051}
"75023-12","Advent Calendar 2013, Star Wars (Day 11) - AT-TE Walker",2013,225,15,1,1,{4051}
"75023-13","Advent Calendar 2013, Star Wars (Day 12) - Republic Dropship",2013,225,11,1,1,{4051}
"75023-14","Advent Calendar 2013, Star Wars (Day 13) - Battle Droid",2013,225,5,1,1,{4051}
"75023-15","Advent Calendar 2013, Star Wars (Day 14) - Geonosian Starfighter",2013,225,11,1,1,{4051}
"75023-16","Advent Calendar 2013, Star Wars (Day 15) - Geonosian Warrior",2013,225,3,1,1,{4051}
"75023-17","Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",2013,225,10,1,1,{4051}
"75023-18","Advent Calendar 2013, Star Wars (Day 17) - Naboo Cruiser",2013,225,16,1,1,{4051}
"75023-19","Advent Calendar 2013, Star Wars (Day 18) - Scout Trooper",2013,225,4,1,1,{4051}
"75023-2","Advent Calendar 2013, Star Wars (Day  1) - R5-F7",2013,225,4,1,1,{4051}
"75023-20","Advent Calendar 2013, Star Wars (Day 19) - Separatist Shuttle",2013,225,18,1,1,{4051}
"75023-21","Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter",2013,225,13,1,1,{4051}
"75023-22","Advent Calendar 2013, Star Wars (Day 21) - Jango Fett's Slave I",2013,225,20,1,1,{4051}
"75023-23","Advent Calendar 2013, Star Wars (Day 22) - Young Boba Fett",2013,225,4,1,1,{4051}
"75023-24","Advent Calendar 2013, Star Wars (Day 23) - Jet Pack Sled",2013,225,16,1,1,{4051}
"75023-25","Advent Calendar 2013, Star Wars (Day 24) - Holiday Jango Fett",2013,225,9,1,1,{4051}
"75023-3","Advent Calendar 2013, Star Wars (Day  2) - Dooku's Solar Sailer",2013,225,11,1,1,{4051}
"75023-4","Advent Calendar 2013, Star Wars (Day  3) - FA-4 Pilot Droid",2013,225,9,1,1,{4051}
"75023-5","Advent Calendar 2013, Star Wars (Day  4) - Zam Wesell's Speeder",2013,225,14,1,1,{4051}
"75023-6","Advent Calendar 2013, Star Wars (Day  5) - Twin-Pod Cloud Car",2013,225,16,1,1,{4051}
"75023-7","Advent Calendar 2013, Star Wars (Day  6) - Endor Rebel Trooper",2013,225,4,1,1,{4051}
"75023-8","Advent Calendar 2013, Star Wars (Day  7) - Weapons Depot",2013,225,11,1,1,{4051}
"75023-9","Advent Calendar 2013, Star Wars (Day  8) - Republic Gunship",2013,225,14,1,1,{4051}
"75028-1",Clone Turbo Tank,2014,162,96,1,1,{12222}
"75029-1",AAT,2014,158,95,1,1,{12222}
"75030-1",Millennium Falcon,2014,159,94,1,1,{12222}
"75031-1",TIE Interceptor,2014,159,92,1,1,{12748}
"75032-1",X-Wing Fighter,2014,159,97,1,1,{12748}
"75033-1",Star Destroyer,2014,159,97,1,1,{12748}
"75035-1",Kashyyyk Troopers,2014,158,99,1,1,{12813}
"75037-1",Battle on Saleucami,2014,158,179,1,1,{4941}
"75038-1",Jedi Interceptor,2014,158,222,1,1,{4941}
"75043-1",AT-AP,2014,158,715,1,1,{12813}
"75045-1",Republic AV-7 Anti-Vehicle Cannon,2014,158,434,1,1,{4941}
"75048-1",The Phantom,2014,182,233,1,1,{39}
"75053-1",The Ghost,2014,182,927,1,1,{39}
"75053-1",The Ghost,2014,182,927,1,2,{39}
"75056-10",Advent Calendar 2014 Star Wars (Day 9) - Anakin's Jedi Starfighter,2014,225,13,1,1,{2584}
"75056-11",Advent Calendar 2014 Star Wars (Day 10) - TIE Fighter,2014,225,11,1,1,{2584}
"75056-12",Advent Calendar 2014 Star Wars (Day 11) - TIE Fighter Pilot,2014,225,4,1,1,{2584}
"75056-13",Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,2014,225,15,1,1,{2584}
"75056-14",Advent Calendar 2014 Star Wars (Day 13) - Luke Skywalker,2014,225,4,1,1,{2584}
"75056-15",Advent Calendar 2014 Star Wars (Day 14) - Moisture Vaporator ,2014,225,14,1,1,{2584}
"75056-16",Advent Calendar 2014 Star Wars (Day 15) - Snowspeeder,2014,225,19,1,1,{2584}
"75056-17",Advent Calendar 2014 Star Wars (Day 16) - Snowspeeder Pilot,2014,225,4,1,1,{2584}
"75056-18",Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center,2014,225,16,1,1,{2584}
"75056-19",Advent Calendar 2014 Star Wars (Day 18) - General Rieekan,2014,225,4,1,1,{2584}
"75056-2",Advent Calendar 2014 Star Wars (Day 1) - Armored Assault Tank (AAT),2014,225,14,1,1,{2584}
"75056-20",Advent Calendar 2014 Star Wars (Day 19) - Holiday Speeder Bike,2014,225,19,1,1,{2584}
"75056-21",Advent Calendar 2014 Star Wars (Day 20) - Imperial Shuttle,2014,225,11,1,1,{2584}
"75056-22",Advent Calendar 2014 Star Wars (Day 21) - Anakin's Y-wing Starfighter,2014,225,20,1,1,{2584}
"75056-23",Advent Calendar 2014 Star Wars (Day 22) - Festive Astromech,2014,225,7,1,1,{2584}
"75056-24",Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,2014,225,26,1,1,{2584}
"75056-25",Advent Calendar 2014 Star Wars (Day 24) - Santa Darth Vader,2014,225,6,1,1,{2584}
"75056-3",Advent Calendar 2014 Star Wars (Day 2) - Super Battle Droid,2014,225,4,1,1,{2584}
"75056-4",Advent Calendar 2014 Star Wars (Day 3) - Republic Cannon,2014,225,18,1,1,{2584}
"75056-5",Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat,2014,225,5,1,1,{2584}
"75056-6",Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station,2014,225,11,1,1,{2584}
"75056-7",Advent Calendar 2014 Star Wars (Day 6) - Vulture Droid,2014,225,9,1,1,{2584}
"75056-8",Advent Calendar 2014 Star Wars (Day 7) - Snowball Missle Launcher,2014,225,16,1,1,{2584}
"75056-9",Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper ,2014,225,4,1,1,{2584}
"7507-1",Jewels-n-Rings,2003,500,80,1,1,{10235}
"7508-1",Jewels-n-Bands,2003,500,80,1,1,{7201}
"7509-1",Jewels-n-Clips,2003,500,72,1,1,{5855}
"7514-1",Sweet Dreamy Jewels,2004,500,12,1,1,{6034}
"7553-10",Advent Calendar 2011 City (Day  9) Ice Fisherman,2011,220,5,1,1,{8820}
"7553-11",Advent Calendar 2011 City (Day 10) Camp Fire and Fishing Pole,2011,220,6,1,1,{8820}
"7553-12",Advent Calendar 2011 City (Day 11) Wall with Doorway,2011,220,15,1,1,{8820}
"7553-13",Advent Calendar 2011 City (Day 12) Wall with Small Window,2011,220,15,1,1,{8820}
"7553-14",Advent Calendar 2011 City (Day 13) Police Officer with Radio,2011,220,5,1,1,{8820}
"7553-15",Advent Calendar 2011 City (Day 14) Forensic Lab,2011,220,10,1,1,{8820}
"7553-16",Advent Calendar 2011 City (Day 15) Police Car Base,2011,220,14,1,1,{8820}
"7553-17",Advent Calendar 2011 City (Day 16) Police Car Middle Section,2011,220,11,1,1,{8820}
"7553-18",Advent Calendar 2011 City (Day 17) Police Car Top Section,2011,220,7,1,1,{8820}
"7553-19",Advent Calendar 2011 City (Day 18) Robber with Crowbar,2011,220,5,1,1,{8820}
"7553-2",Advent Calendar 2011 City (Day  1) Robber with Snowball,2011,220,6,1,1,{8820}
"7553-20",Advent Calendar 2011 City (Day 19) Safe with Gold Bars,2011,220,10,1,1,{8820}
"7553-21",Advent Calendar 2011 City (Day 20) Orange Snowmobile,2011,220,8,1,1,{8820}
"7553-22",Advent Calendar 2011 City (Day 21) Sled with Crate,2011,220,6,1,1,{8820}
"7553-23",Advent Calendar 2011 City (Day 22) White Snowmobile,2011,220,8,1,1,{8820}
"7553-24",Advent Calendar 2011 City (Day 23) Dog with Bone,2011,220,2,1,1,{8820}
"7553-25",Advent Calendar 2011 City (Day 24) Santa and Fireplace,2011,220,18,1,1,{8820}
"7553-3",Advent Calendar 2011 City (Day  2) Catapult,2011,220,8,1,1,{8820}
"7553-4",Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs,2011,220,5,1,1,{8820}
"7553-5",Advent Calendar 2011 City (Day  4) Wall with Barred Window,2011,220,14,1,1,{8820}
"7553-6",Advent Calendar 2011 City (Day  5) Wall with Large Window,2011,220,18,1,1,{8820}
"7553-7",Advent Calendar 2011 City (Day  6) Christmas Tree,2011,220,18,1,1,{8820}
"7553-8",Advent Calendar 2011 City (Day  7) Skateboard and Gifts,2011,220,13,1,1,{8820}
"7553-9",Advent Calendar 2011 City (Day 8) Bed,2011,220,5,1,1,{8820}
"7574-10",Advent Calendar 2005 Clikits  (Day 9) Hair Band,2005,222,4,1,1,{10825}
"7574-11",Advent Calendar 2005 Clikits (Day 10) Paper Clip,2005,222,10,1,1,{10825}
"7574-12",Advent Calendar 2005 Clikits (Day 11) Picture Frame,2005,222,6,1,1,{10825}
"7574-13",Advent Calendar 2005 Clikits (Day 12) Gift Tag with Icons,2005,222,4,1,1,{10825}
"7574-14",Advent Calendar 2005 Clikits (Day 13) Hair Band,2005,222,7,1,1,{10825}
"7574-15",Advent Calendar 2005 Clikits (Day 14) Ring,2005,222,3,1,1,{10825}
"7574-16",Advent Calendar 2005 Clikits (Day 15) Hair Band,2005,222,7,1,1,{10825}
"7574-17",Advent Calendar 2005 Clikits (Day 16) Gift Tag with Icons,2005,222,4,1,1,{10825}
"7574-18",Advent Calendar 2005 Clikits (Day 17) Icons,2005,222,8,1,1,{10825}
"7574-19",Advent Calendar 2005 Clikits (Day 18) Bracelet,2005,222,9,1,1,{10825}
"7574-2",Advent Calendar 2005 Clikits  (Day 1) Ring,2005,222,3,1,1,{10825}
"7574-20",Advent Calendar 2005 Clikits (Day 19) Necklace,2005,222,4,1,1,{10825}
"7574-21",Advent Calendar 2005 Clikits (Day 20) Paper Clip,2005,222,3,1,1,{10825}
"7574-22",Advent Calendar 2005 Clikits (Day 21) Bangle,2005,222,2,1,1,{10825}
"7574-23",Advent Calendar 2005 Clikits (Day 22) Hair Band,2005,222,4,1,1,{10825}
"7574-24",Advent Calendar 2005 Clikits (Day 23) Gift Tag with Icons,2005,222,4,1,1,{10825}
"7574-25",Advent Calendar 2005 Clikits (Day 24) Hair Grip,2005,222,3,1,1,{10825}
"7574-3",Advent Calendar 2005 Clikits  (Day 2) Hair Band,2005,222,7,1,1,{10825}
"7574-4",Advent Calendar 2005 Clikits  (Day 3) Necklace,2005,222,4,1,1,{10825}
"7574-5",Advent Calendar 2005 Clikits  (Day 4) Icons,2005,222,8,1,1,{10825}
"7574-6",Advent Calendar 2005 Clikits  (Day 5) Bangle,2005,222,3,1,1,{10825}
"7574-7",Advent Calendar 2005 Clikits  (Day 6) Magnet,2005,222,3,1,1,{10825}
"7574-8",Advent Calendar 2005 Clikits  (Day 7) Trinket Box,2005,222,3,1,1,{10825}
"7574-9",Advent Calendar 2005 Clikits  (Day 8) Magnet,2005,222,3,1,1,{10825}
"7575-10",Advent Calendar 2004 Clikits (Day  9) Bracelet,2004,222,4,1,1,{263}
"7575-11",Advent Calendar 2004 Clikits (Day 10) Hair Band,2004,222,5,1,1,{263}
"7575-12",Advent Calendar 2004 Clikits (Day 11) Icons,2004,222,10,1,1,{263}
"7575-13",Advent Calendar 2004 Clikits (Day 12) Necklace,2004,222,8,1,1,{263}
"7575-14",Advent Calendar 2004 Clikits (Day 13) Hair Band,2004,222,4,1,1,{263}
